timestamp,signal,confidence,entry_price,stop_loss,take_profit,outcome,close_price,close_time,ta_summary,sentiment_summary,history_summary,decision_rationale,overrides,indicators,tp_adjustments,tp_adjustment_log
2026-04-10 05:43:39,Buy,75,84.32,83.48,85.58,pending,,,"RSI at 74.2 shows momentum, MACD positive at 0.1863, strong ADX at 39.98 with DI+ dominating DI- (43.86 vs 10.84) confirms powerful uptrend",Neutral sentiment at +0.15 provides no headwinds against the technical momentum,Recent pattern shows high-confidence signals above 70% have been profitable,Strong directional indicators with DI+ crushing DI- and positive MACD support aggressive momentum entry despite elevated RSI,,RSI: 74.2198 | MACD: 0.1863 | ADX: 39.9827 | DI_PLUS: 43.8577 | DI_MINUS: 10.8369,0,
2026-04-10 05:46:42,Buy,75,84.27,83.38,85.61,pending,,,"RSI at 67.83 shows bullish momentum without overbought extremes, MACD positive at 0.1629 confirms upward momentum, and DI+ dominance (39.97 vs 17.23) with strong ADX 38.16 indicates powerful uptrend.",Neutral sentiment at +0.15 provides no headwinds and won't interfere with technical momentum signals.,"Pattern shows low-confidence Do Not Enter calls preceded successful high-confidence Buy signals, and current 75% confidence matches previous winning setups.","Clear bullish confluence with DI+ dominance, positive MACD momentum, and RSI in healthy uptrend zone justifies aggressive entry targeting 1.6% move with tight 1.1% stop.",,RSI: 67.8331 | MACD: 0.1629 | ATR: 0.1139 | ADX: 38.1615 | DI_PLUS: 39.9725 | DI_MINUS: 17.2293,0,
2026-04-10 05:43:39,Buy,75,84.32,83.48,85.58,W,85.64,2026-04-10 13:31:03,"RSI at 74.2 shows momentum, MACD positive at 0.1863, strong ADX at 39.98 with DI+ dominating DI- (43.86 vs 10.84) confirms powerful uptrend",Neutral sentiment at +0.15 provides no headwinds against the technical momentum,Recent pattern shows high-confidence signals above 70% have been profitable,Strong directional indicators with DI+ crushing DI- and positive MACD support aggressive momentum entry despite elevated RSI,,RSI: 74.2198 | MACD: 0.1863 | ADX: 39.9827 | DI_PLUS: 43.8577 | DI_MINUS: 10.8369,0,
2026-04-10 05:46:42,Buy,75,84.27,83.38,85.61,W,85.64,2026-04-10 13:31:03,"RSI at 67.83 shows bullish momentum without overbought extremes, MACD positive at 0.1629 confirms upward momentum, and DI+ dominance (39.97 vs 17.23) with strong ADX 38.16 indicates powerful uptrend.",Neutral sentiment at +0.15 provides no headwinds and won't interfere with technical momentum signals.,"Pattern shows low-confidence Do Not Enter calls preceded successful high-confidence Buy signals, and current 75% confidence matches previous winning setups.","Clear bullish confluence with DI+ dominance, positive MACD momentum, and RSI in healthy uptrend zone justifies aggressive entry targeting 1.6% move with tight 1.1% stop.",,RSI: 67.8331 | MACD: 0.1629 | ATR: 0.1139 | ADX: 38.1615 | DI_PLUS: 39.9725 | DI_MINUS: 17.2293,0,
2026-04-10 13:31:40,Do Not Enter,45,,,,pending,,,RSI at 65.64 shows momentum but BB_WIDTH at 0.003 indicates extremely low volatility squeeze with no meaningful price movement expected,Negative sentiment at -0.35 creates headwinds against any bullish momentum plays,Recent pattern shows high-confidence signals win but current setup lacks the conviction needed,Low volatility environment combined with negative sentiment fails to meet 60% confidence threshold for aggressive day trading entry [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 65.642 | MACD: 0.0178 | BB_WIDTH: 0.003134 | ADX: 20.0387 | DI_PLUS: 47.4719 | DI_MINUS: 15.033,0,
2026-04-10 13:34:41,Buy,72,85.4,84.6,86.6,pending,,,"RSI neutral at 50.4, MACD positive at 0.0122, DI+ dominates DI- (36.78 vs 24.50) confirming uptrend despite moderate ADX 21.2",Negative sentiment at -0.35 creates headwind but not strong enough to override clear technical uptrend,High-confidence Buy signals above 70% have consistently won while avoiding low-confidence trades,DI+ significantly above DI- provides clear directional bias for momentum entry targeting 1.4% move with tight 0.9% stop,,RSI: 50.436 | MACD: 0.0122 | ADX: 21.2179 | DI_PLUS: 36.7841 | DI_MINUS: 24.504,0,
2026-04-10 13:37:40,Do Not Enter,45,,,,pending,,,RSI at 35.59 shows oversold conditions but DI- (38.02) dominates DI+ (25.31) confirming bearish trend with negative MACD (-0.0186),Negative sentiment at -0.35 provides no support for oversold bounce with only 2 headlines indicating low conviction,Recent high-confidence signals generated wins but current setup lacks the required confluence,Oversold RSI without positive sentiment confirmation plus bearish directional bias creates falling knife scenario not bounce setup [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 35.5944 | MACD: -0.0186 | DI_PLUS: 25.3114 | DI_MINUS: 38.0185,0,
2026-04-10 13:40:40,Do Not Enter,45,,,,pending,,,"RSI oversold at 33.86 but DI- dominates at 39.43 vs DI+ 20.08 confirming strong bearish trend, MACD negative, BB squeeze at 0.006 shows low volatility",Negative sentiment at -0.35 provides no support for oversold bounce with only 2 headlines suggesting limited conviction,Recent pattern shows high-confidence signals win consistently while low-confidence signals correctly avoid losses,Multiple bearish confluences with oversold RSI in downtrend and negative sentiment creates falling knife scenario below 60% confidence threshold [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 33.8626 | MACD: -0.0648 | BB_WIDTH: 0.005937 | DI_PLUS: 20.0836 | DI_MINUS: 39.4291,0,
2026-04-10 13:43:39,Do Not Enter,45,,,,pending,,,"RSI at 40.56 shows neutral territory, but DI- (35.56) dominates DI+ (25.83) confirming bearish trend despite weak ADX at 21.58",Negative sentiment at -0.35 reinforces bearish bias with limited headline coverage suggesting low conviction,"Recent high-confidence signals performed well, but current setup lacks the clarity needed for aggressive day trading",Bearish directional indicators combined with negative sentiment and sub-60% confidence violates entry criteria for aggressive day trading strategy [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 40.5562 | MACD: -0.0689 | ADX: 21.583 | DI_PLUS: 25.8364 | DI_MINUS: 35.5561,0,
2026-04-10 13:46:40,Do Not Enter,25,,,,pending,,,RSI oversold at 37.56 but DI- (35.50) dominates DI+ (22.90) confirming bearish trend with weak ADX 20.89 and negative MACD -0.0681,Negative news sentiment at -0.35 provides no bullish confirmation for oversold bounce attempt,"High-confidence signals consistently win while low-confidence ones remain pending, reinforcing confidence threshold importance","Bearish directional indicators override oversold RSI without sentiment support, confidence well below 60% threshold [OVERRIDDEN: Confidence 25% below 60% threshold]",Confidence 25% below 60% threshold,RSI: 37.5645 | MACD: -0.0681 | ADX: 20.8917 | DI_PLUS: 22.9049 | DI_MINUS: 35.4965 | OBV: -2410.1268,0,
2026-04-10 13:49:40,Buy,72,85.31,84.46,86.59,pending,,,RSI at neutral 54.4 with DI+ (35.5) above DI- (26.2) confirming uptrend direction despite weak ADX 19.4,Negative sentiment at -0.30 from limited headlines creates contrarian opportunity for oversold bounce,Recent pattern shows 70%+ confidence Buy signals consistently winning with proper risk management,Directional indicators favor upside with manageable risk-reward setup targeting 1.5% move against negative sentiment headwinds,,RSI: 54.4473 | MACD: -0.0374 | BB_UPPER: 85.5372 | ADX: 19.447 | DI_PLUS: 35.5268 | DI_MINUS: 26.1815,0,
2026-04-10 13:34:41,Buy,72,85.4,84.6,86.6,L,84.59,2026-04-10 18:03:41,"RSI neutral at 50.4, MACD positive at 0.0122, DI+ dominates DI- (36.78 vs 24.50) confirming uptrend despite moderate ADX 21.2",Negative sentiment at -0.35 creates headwind but not strong enough to override clear technical uptrend,High-confidence Buy signals above 70% have consistently won while avoiding low-confidence trades,DI+ significantly above DI- provides clear directional bias for momentum entry targeting 1.4% move with tight 0.9% stop,,RSI: 50.436 | MACD: 0.0122 | ADX: 21.2179 | DI_PLUS: 36.7841 | DI_MINUS: 24.504,0,
2026-04-10 18:04:39,Do Not Enter,25,,,,pending,,,RSI oversold at 33.04 but DI- dominates at 38.83 vs DI+ at 15.95 confirming strong bearish trend with weak ADX at 13.14,Negative sentiment at -0.35 provides no support for oversold bounce,Recent pattern shows high-confidence trades succeed while lower confidence trades fail,Oversold RSI in bearish trend without positive sentiment creates falling knife scenario below 60% confidence threshold [OVERRIDDEN: Confidence 25% below 60% threshold],Confidence 25% below 60% threshold,RSI: 33.0396 | MACD: -0.02 | ADX: 13.1448 | DI_PLUS: 15.9948 | DI_MINUS: 38.831 | OBV: 1846.3053,0,
2026-04-10 18:07:39,Do Not Enter,45,,,,pending,,,RSI neutral at 51.8 but DI- (28.7) above DI+ (27.4) indicates bearish trend with negative MACD confirming downward momentum,Negative sentiment at -0.35 adds bearish pressure against any bullish setup,Recent pattern shows lower-confidence signals failing during volatile periods,Below 60% confidence threshold due to bearish directional indicators and negative sentiment alignment [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 51.8177 | MACD: -0.0112 | ATR: 0.0358 | DI_PLUS: 27.4334 | DI_MINUS: 28.6987,0,
2026-04-10 18:10:39,Buy,65,84.71,84.47,85.07,pending,,,"RSI neutral at 52.5 with DI+ (31.53) decisively above DI- (23.20) confirming uptrend, MACD slightly negative but minimal",Negative sentiment at -0.35 creates contrarian opportunity as market may be oversold on news,High-confidence buys have been winning while low-confidence signals struggled,Clear directional bias from DI indicators with neutral RSI allows aggressive entry despite negative sentiment headwind,,RSI: 52.5016 | MACD: -0.0012 | ATR: 0.0355 | DI_PLUS: 31.5332 | DI_MINUS: 23.2037,0,
2026-04-10 18:10:39,Buy,65,84.71,84.47,85.07,L,84.46,2026-04-10 18:15:42,"RSI neutral at 52.5 with DI+ (31.53) decisively above DI- (23.20) confirming uptrend, MACD slightly negative but minimal",Negative sentiment at -0.35 creates contrarian opportunity as market may be oversold on news,High-confidence buys have been winning while low-confidence signals struggled,Clear directional bias from DI indicators with neutral RSI allows aggressive entry despite negative sentiment headwind,,RSI: 52.5016 | MACD: -0.0012 | ATR: 0.0355 | DI_PLUS: 31.5332 | DI_MINUS: 23.2037,0,
2026-04-10 13:49:40,Buy,72,85.31,84.46,86.59,L,84.46,2026-04-10 18:15:51,RSI at neutral 54.4 with DI+ (35.5) above DI- (26.2) confirming uptrend direction despite weak ADX 19.4,Negative sentiment at -0.30 from limited headlines creates contrarian opportunity for oversold bounce,Recent pattern shows 70%+ confidence Buy signals consistently winning with proper risk management,Directional indicators favor upside with manageable risk-reward setup targeting 1.5% move against negative sentiment headwinds,,RSI: 54.4473 | MACD: -0.0374 | BB_UPPER: 85.5372 | ADX: 19.447 | DI_PLUS: 35.5268 | DI_MINUS: 26.1815,0,
2026-04-10 18:16:39,Do Not Enter,25,,,,pending,,,RSI at 26.73 shows oversold but DI- (51.91) dominates DI+ (17.52) confirming strong bearish trend with negative MACD (-0.0427),Negative sentiment (-0.35) provides no support for counter-trend bounce attempt,Recent pattern shows high-confidence Buy signals consistently failed while low-confidence avoidance saved capital,Oversold RSI without positive sentiment plus strong bearish directional indicators create falling knife scenario not bounce setup [OVERRIDDEN: Confidence 25% below 60% threshold],Confidence 25% below 60% threshold,RSI: 26.7326 | MACD: -0.0427 | DI_PLUS: 17.5175 | DI_MINUS: 51.909,0,
2026-04-10 18:19:39,Do Not Enter,25,,,,pending,,,RSI at 36.25 shows oversold but DI- dominates at 43.93 vs DI+ at 19.67 confirming strong bearish trend with negative MACD at -0.0581,Negative sentiment at -0.35 provides no support for contrarian bounce play in oversold conditions,Recent high-confidence buy signals consistently failed while avoiding trades prevented losses,"Bearish directional indicators override oversold RSI bounce potential, especially with negative sentiment and poor recent buy performance [OVERRIDDEN: Confidence 25% below 60% threshold]",Confidence 25% below 60% threshold,RSI: 36.2516 | MACD: -0.0581 | DI_PLUS: 19.6728 | DI_MINUS: 43.9305,0,
2026-04-10 18:22:43,Do Not Enter,25,,,,pending,,,RSI at 35.5 shows oversold conditions but DI- (44.47) dominates DI+ (17.12) confirming strong bearish trend with negative MACD (-0.0649),Negative sentiment (-0.35) provides no bullish confirmation needed for oversold bounce,"Recent pattern shows two consecutive buy losses despite high confidence, indicating current market conditions favor caution",Oversold RSI without positive sentiment confirmation and DI- > DI+ bearish dominance creates falling knife scenario - avoid entry [OVERRIDDEN: Confidence 25% below 60% threshold],Confidence 25% below 60% threshold,RSI: 35.5044 | MACD: -0.0649 | ADX: 26.7035 | DI_PLUS: 17.1215 | DI_MINUS: 44.473,0,
2026-04-10 18:25:40,Do Not Enter,25,,,,pending,,,"RSI oversold at 34.65 but DI- dominates at 44.85 vs DI+ at 16.43 confirming strong bearish trend, MACD negative at -0.0624",Negative sentiment at -0.35 provides no bullish confirmation for oversold bounce attempt,Recent pattern shows high-confidence buy signals failing while conservative approach prevented losses,"Critical rule violation: DI- > DI+ prohibits buy entries regardless of oversold RSI, plus sentiment fails oversold bounce criteria [OVERRIDDEN: Confidence 25% below 60% threshold]",Confidence 25% below 60% threshold,RSI: 34.6473 | MACD: -0.0624 | ADX: 30.373 | DI_PLUS: 16.4302 | DI_MINUS: 44.8455,0,
2026-04-10 18:28:40,Do Not Enter,25,,,,pending,,,RSI at 38.3 shows oversold but DI- dominates at 41.32 vs DI+ at 13.76 confirming strong bearish trend with ADX 34.40 showing trend strength,Negative sentiment at -0.35 provides no bullish catalyst for oversold bounce attempt,Recent Buy signals resulted in consecutive losses despite high confidence levels indicating poor market conditions,Bearish directional indicators override oversold RSI while negative sentiment and recent losses pattern confirms avoiding entries in current conditions [OVERRIDDEN: Confidence 25% below 60% threshold],Confidence 25% below 60% threshold,RSI: 38.3175 | MACD: -0.0568 | ADX: 34.3993 | DI_PLUS: 13.7576 | DI_MINUS: 41.3218,0,
2026-04-10 18:31:40,Buy,65,84.66,83.66,86.16,pending,,,"RSI at 62.48 shows healthy upward momentum without overbought conditions, DI+ at 39.41 clearly above DI- at 24.54 confirms bullish trend direction, and ADX at 29.28 indicates moderate trend strength.",News sentiment at -0.35 is moderately negative but not extreme enough to override strong technical bullish signals.,"Recent high-confidence signals resulted in losses suggesting cautious position sizing, but current technical confluence warrants aggressive entry.","Clear directional bias from DI+ dominance combined with momentum-confirming RSI justifies entry despite negative sentiment, targeting 1.8% gain with 1.2% risk.",,RSI: 62.4806 | MACD: -0.0221 | ADX: 29.2809 | DI_PLUS: 39.4065 | DI_MINUS: 24.5351,0,
2026-04-10 18:34:40,Do Not Enter,45,,,,pending,,,"RSI at 59 shows neutral momentum, MACD barely positive at 0.0075, DI+ > DI- confirms uptrend but ADX at 28.6 shows only moderate trend strength",News sentiment at -0.35 is moderately bearish with limited headline coverage creating uncertainty,"Recent buy signals have resulted in losses despite moderate-high confidence levels, indicating poor market conditions for entries","Confidence below 60% threshold due to weak MACD signal, negative sentiment, and recent losing pattern outweighing the modest directional bias [OVERRIDDEN: Confidence 45% below 60% threshold]",Confidence 45% below 60% threshold,RSI: 59.0169 | MACD: 0.0075 | ADX: 28.6543 | DI_PLUS: 37.7634 | DI_MINUS: 24.1261,0,
2026-04-10 18:37:40,Do Not Enter,25,,,,pending,,,"DI- (38.04) significantly above DI+ (28.47) confirms bearish trend despite neutral RSI at 44.69, while weak ADX at 24.82 shows limited trend strength",Negative sentiment at -0.35 with limited news flow (2 headlines) provides no bullish catalyst for momentum entry,Recent loss from 65% confidence Buy signal emphasizes need for higher conviction setups with proper directional confirmation,"Bearish directional indicators (DI- > DI+) combined with negative sentiment violate day trading rules for Buy entries, requiring wait for clearer bullish confluence [OVERRIDDEN: Confidence 25% below 60% threshold]",Confidence 25% below 60% threshold,RSI: 44.6933 | MACD: 0.002 | ADX: 24.8217 | DI_PLUS: 28.4722 | DI_MINUS: 38.041,0,
2026-04-10 18:40:40,Do Not Enter,35,,,,pending,,,DI- at 37.12 dominates DI+ at 25.99 confirming bearish trend with RSI at 44.84 showing neutral momentum and negative MACD at -0.0098,Negative sentiment at -0.35 adds bearish pressure with limited headline coverage suggesting weak conviction,Recent buy signal failed at 65% confidence while multiple avoided low-confidence trades prevented additional losses,Bearish directional indicators combined with negative sentiment and failed recent signal create unfavorable risk-reward setup below 60% confidence threshold [OVERRIDDEN: Confidence 35% below 60% threshold],Confidence 35% below 60% threshold,RSI: 44.8398 | MACD: -0.0098 | ADX: 23.581 | DI_PLUS: 25.9966 | DI_MINUS: 37.121,0,
2026-04-10 18:43:40,Do Not Enter,35,,,,pending,,,"DI- (32.57) > DI+ (27.84) indicates bearish trend with weak ADX 20.44, MACD negative at -0.0071, and extremely low BB_WIDTH 0.003409 showing no volatility.",Negative sentiment at -0.35 provides no bullish support for momentum trading.,Recent pattern shows successful risk management with low-confidence signals correctly avoided.,"Bearish directional indicators, squeezed volatility, and negative sentiment create unfavorable conditions below 60% confidence threshold. [OVERRIDDEN: Confidence 35% below 60% threshold]",Confidence 35% below 60% threshold,RSI: 48.4338 | MACD: -0.0071 | BB_WIDTH: 0.003409 | ADX: 20.442 | DI_PLUS: 27.8381 | DI_MINUS: 32.5708,0,
2026-04-10 18:46:40,Do Not Enter,45,,,,pending,,,RSI neutral at 52.8 but DI- dominates DI+ (29.4 vs 24.2) confirming bearish directional bias with weak ADX 18.8,Negative sentiment at -0.35 adds downward pressure with limited headline coverage,Previous signals showed mixed results with only one moderate confidence Buy amid multiple low-confidence rejections,"DI- above DI+ violates buy rule regardless of neutral RSI, combined with negative sentiment keeps confidence below 60% threshold [OVERRIDDEN: Confidence 45% below 60% threshold]",Confidence 45% below 60% threshold,RSI: 52.8494 | MACD: -0.005 | ADX: 18.8253 | DI_PLUS: 24.2423 | DI_MINUS: 29.4419,0,
2026-04-10 18:49:41,Buy,62,84.63,84.39,84.99,pending,,,"RSI at 60.37 shows healthy momentum without overbought conditions, DI+ (31.83) above DI- (24.90) confirms bullish directional bias, and positive MACD (0.0083) supports upward momentum despite weak ADX.",Negative sentiment at -0.35 creates headwinds but is not extreme enough to override technical bullish setup.,No completed trade history but single previous Buy signal at 65% confidence suggests cautious optimism in similar setups.,"Technical confluence of DI+ dominance, positive MACD, and neutral RSI outweighs moderate negative sentiment for aggressive day trade targeting 0.4% move.",,RSI: 60.3669 | MACD: 0.0083 | ADX: 16.6778 | DI_PLUS: 31.8275 | DI_MINUS: 24.8977,0,
2026-04-10 18:49:41,Buy,62,84.63,84.39,84.99,L,84.39,2026-04-10 21:01:00,"RSI at 60.37 shows healthy momentum without overbought conditions, DI+ (31.83) above DI- (24.90) confirms bullish directional bias, and positive MACD (0.0083) supports upward momentum despite weak ADX.",Negative sentiment at -0.35 creates headwinds but is not extreme enough to override technical bullish setup.,No completed trade history but single previous Buy signal at 65% confidence suggests cautious optimism in similar setups.,"Technical confluence of DI+ dominance, positive MACD, and neutral RSI outweighs moderate negative sentiment for aggressive day trade targeting 0.4% move.",,RSI: 60.3669 | MACD: 0.0083 | ADX: 16.6778 | DI_PLUS: 31.8275 | DI_MINUS: 24.8977,0,
2026-04-10 21:01:39,Do Not Enter,25,,,,pending,,,RSI oversold at 27.82 but DI- dominates at 54.03 vs DI+ at 14.66 confirming strong bearish trend despite ADX showing 42.86 trend strength,Negative sentiment at -0.35 provides no support for contrarian oversold bounce play,Recent buy trade resulted in loss reinforcing need for higher confidence setups,Oversold RSI without positive sentiment and bearish directional indicators creates falling knife scenario - avoid entry [OVERRIDDEN: Confidence 25% below 60% threshold],Confidence 25% below 60% threshold,RSI: 27.8229 | MACD: -0.1006 | ADX: 42.8597 | DI_PLUS: 14.6607 | DI_MINUS: 54.0305 | OBV: 6550.3859,0,
2026-04-10 21:04:39,Do Not Enter,45,,,,pending,,,RSI oversold at 33.78 but DI- dominates at 41.22 vs DI+ 18.13 confirming strong bearish trend with ADX 41.64 showing trend strength,Negative sentiment at -0.35 provides no bullish confirmation for oversold bounce attempt,Recent pattern shows lower confidence buy signals failed while caution prevented losses,Bearish directional indicators override oversold RSI without sentiment support - this is a falling knife scenario not a bounce setup [OVERRIDDEN: Confidence 45% below 60% threshold],Confidence 45% below 60% threshold,RSI: 33.7841 | MACD: -0.086 | ADX: 41.6356 | DI_PLUS: 18.1335 | DI_MINUS: 41.2201,0,
2026-04-10 21:07:40,Do Not Enter,45,,,,pending,,,"RSI neutral at 50.86, MACD bearish at -0.0514, strong trend with ADX 35.29 but DI- (32.47) > DI+ (27.07) confirms downtrend",News sentiment negative at -0.35 with limited headlines providing weak fundamental support,"Recent pattern shows conservative filtering outperformed marginal entries, with last 62% confidence buy resulting in loss","DI- dominance over DI+ in strong trend violates directional rules, combined with negative sentiment and recent loss pattern keeps confidence below 60% threshold [OVERRIDDEN: Confidence 45% below 60% threshold]",Confidence 45% below 60% threshold,RSI: 50.863 | MACD: -0.0514 | ADX: 35.2889 | DI_PLUS: 27.0656 | DI_MINUS: 32.467,0,
2026-04-10 21:10:40,Buy,68,84.56,83.72,85.82,pending,,,"RSI neutral at 49.16, DI+ above DI- (30.15 vs 28.11) confirms uptrend bias, ADX at 28.97 shows moderate trend strength",News sentiment at -0.35 is moderately negative but not extreme enough to override technical setup,"Recent pattern shows higher confidence thresholds needed, but 68% confidence exceeds previous failed trades at 62-65%",Technical confluence with DI+ > DI- uptrend confirmation and neutral RSI allowing room to move up justifies entry despite negative sentiment,,RSI: 49.1601 | MACD: -0.0285 | ADX: 28.9712 | DI_PLUS: 30.1547 | DI_MINUS: 28.1102,0,
